 INFO  Accepting connections at http://localhost:8765
 HTTP  4/27/2026 9:45:25 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 GET /data.js
 HTTP  4/27/2026 9:45:25 PM ::1 GET /app.js
 HTTP  4/27/2026 9:45:25 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:45:25 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:25 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:45:25 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:26 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:45:26 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:45:27 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:45:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:27 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:45:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:27 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:45:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:49 PM ::1 GET /
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:45:49 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:49 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:45:49 PM ::1 GET /data.js
 HTTP  4/27/2026 9:45:49 PM ::1 GET /app.js
 HTTP  4/27/2026 9:45:49 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:45:49 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:45:49 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:50 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:45:50 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:51 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:45:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:51 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:45:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:51 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:45:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:52 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:45:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:45:52 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:45:52 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:13 PM ::1 GET /
 HTTP  4/27/2026 9:46:13 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:46:14 PM ::1 GET /data.js
 HTTP  4/27/2026 9:46:14 PM ::1 GET /app.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:46:14 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:14 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:46:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:15 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:46:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:15 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:46:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:15 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:46:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:15 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:46:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:15 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:46:15 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:16 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:46:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:16 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:46:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:46:38 PM ::1 GET /data.js
 HTTP  4/27/2026 9:46:38 PM ::1 GET /app.js
 HTTP  4/27/2026 9:46:38 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:38 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:46:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:46:39 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:46:39 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:46:40 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:46:40 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:46:40 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:46:40 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /data.js
 HTTP  4/27/2026 9:47:02 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /app.js
 HTTP  4/27/2026 9:47:02 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:02 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:47:02 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:03 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:47:03 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:04 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:47:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:04 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:47:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:04 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:47:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:05 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:47:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:26 PM ::1 GET /
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:26 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:47:26 PM ::1 GET /data.js
 HTTP  4/27/2026 9:47:26 PM ::1 GET /app.js
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:26 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:26 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:47:26 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:26 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:27 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:47:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:27 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:47:27 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:47:27 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:47:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:27 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:47:27 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:27 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:47:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:28 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:47:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:28 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:47:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:28 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:47:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:28 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:47:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:29 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:47:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:29 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:47:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:47:51 PM ::1 GET /data.js
 HTTP  4/27/2026 9:47:51 PM ::1 GET /app.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 5 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:51 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:47:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:52 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:47:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:53 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:47:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:47:53 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:47:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 GET /
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:48:15 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:48:15 PM ::1 GET /data.js
 HTTP  4/27/2026 9:48:15 PM ::1 GET /app.js
 HTTP  4/27/2026 9:48:15 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:15 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:48:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:16 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:48:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:17 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:48:17 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:17 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:48:17 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:17 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:48:17 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:18 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:48:18 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:39 PM ::1 GET /
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:39 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:39 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:48:39 PM ::1 GET /data.js
 HTTP  4/27/2026 9:48:39 PM ::1 GET /app.js
 HTTP  4/27/2026 9:48:39 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:39 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:48:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:40 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:48:40 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:48:40 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:48:40 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:40 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:48:40 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:40 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:48:40 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:40 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:48:40 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:41 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:48:41 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:41 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:48:41 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:48:41 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:48:41 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:41 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:48:41 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:42 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:48:42 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:48:42 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:48:42 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:49:04 PM ::1 GET /data.js
 HTTP  4/27/2026 9:49:04 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:49:04 PM ::1 GET /app.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 3 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:04 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:49:04 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:05 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:49:05 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:06 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:49:06 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:06 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:49:06 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:28 PM ::1 GET /
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:28 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 2 ms
